video_id,comment
7vVYpONbdO8,Did you play the concert yet and what skin did you use? You got 1 million of them
7vVYpONbdO8,Why are you getting him to unrel it is the last day of the season
7_I-bSwBtL4,Is this only available in vinyl?
7_I-bSwBtL4,Who else is coming back again to get in the spirit in 2024.
7_I-bSwBtL4,Amazing duet Kelce boys!! Nice job to everyone involved in making this animated Christmas program!  Oscar award???
7_I-bSwBtL4,Why an awesome bunch of guys. Really enjoyed it.
7_I-bSwBtL4,how can everyone hate us so much with gems like these???? go birds!
7_I-bSwBtL4,Can Travis not get involved with literally everything?
7_I-bSwBtL4,Loved it! (Except you Dallas haha) But why was Nick Foles not listed in the credits?
7_I-bSwBtL4,How about a Hanukkah song thrown into the mix
7_I-bSwBtL4,Why am I crying!!?? Thank you special Philly peeps
7_I-bSwBtL4,We in Europe dont know why for 2 years they greet everyone but Dallas. What is a joke?
7_I-bSwBtL4,How has this only been seen by 28k? Awesome 🎉
7_I-bSwBtL4,"I busted out laughing at the ""except you Dallas"" 😂 I gotta know who was hitting those high notes at the end!?"
7_I-bSwBtL4,What a fun adorable show!! Not to mention these guys can really sing!❤🎉
7_I-bSwBtL4,Hey don’t Nick Foles get a credit? Or was that someone doing Nicks voice?
7_I-bSwBtL4,Was that really Nick Foles voice? He didnt make the credits!
7_I-bSwBtL4,Why can Jordon actually sing?!! I need to see him singing the next anthem at the game
7_I-bSwBtL4,So this year we got Travis. Next year are we getting Tswift?
7_I-bSwBtL4,Who knew that all we needed was Jordan Mailata singing all I want for christmas
7_I-bSwBtL4,How could you not love Jason?
7_I-bSwBtL4,Why do all of them have a lowkey good voice
7_I-bSwBtL4,Instead of Eskimo can it be replaced with Buffalo?
7_I-bSwBtL4,"2:26 Taylor, what are you doing in their Christmas Special?????"
7_I-bSwBtL4,"When Jason Kelce said, except for you, Dallas, it got me😂😂😂😂😂"
7_I-bSwBtL4,Are you kidding me!?! This is amazing!!!! Talent!!
7_I-bSwBtL4,Is Lane Johnson single? Asking for a friend 👀
7_I-bSwBtL4,"How many times did you watch it?  Yes....if anyone can watch it just once I think there is something wrong with them and they should get themselves checked out by a cardiologist. Freaking adorable. I think Travis has competition on the show business thing at retirement, at the very least when it comes to voice overs and singing. Love Jason's rough voice."
7_I-bSwBtL4,can we get a whole movie? this is great.
7_I-bSwBtL4,how are they all so good? esp Lane sounds like an angel
7_I-bSwBtL4,How joyful well done - have a great Christmas from NZ
7_I-bSwBtL4,"What a wonderful Christmas gift!!! Thank you to everyone involved, this actually made me laugh AND cry in seven minutes!!"
7_I-bSwBtL4,"NO DUMB QUESTIONS: When did you guys start this project? How long did they work on the stop animation? How long to get permission for the ""Peanuts"" animation style?"
7_I-bSwBtL4,What a sweet end to Thanksgiving! Y’all nailed it! Great work!
7_I-bSwBtL4,How cute! This special warmed my heart. Thank you...and Go Birds!
7_I-bSwBtL4,How many people have watched this at least 3 times ? ✈️🦅✈️💚🎄🎤💚✨
7_I-bSwBtL4,"Is this on Prime Video, please?! 😮."
7_I-bSwBtL4,Were they drinking Lagavulin at the end ? (I hope so!) Happy Holidays!
7_I-bSwBtL4,Who needs rudolf when u have Jason Kelce 😂
7_I-bSwBtL4,What a special treat to close out Thanksgiving (pun intended lol)!!!   Shoutout to everybody who was involved in putting this together for all of us Philly sports fans. The time & effort that this must’ve taken is incredible & I can’t thank y’all enough for this new yearly tradition for me & countless other Eagles fans’ to cherish for many holiday seasons to come. Go Birds!!!!
7_I-bSwBtL4,Can't wait. Are bobbleheads in the works?
8fDIKikk2bI,Who realized say a him first say man a di match and copy cat kartel falla him😂😂😂
8fDIKikk2bI,Why this ain’t at a Mil yet?😡
8fDIKikk2bI,How dem seh dem know and love music and then a seh dem song yah lame?
8fDIKikk2bI,anybody see the massacre in the paper?
8fDIKikk2bI,"I notice something weird with this song views. While listening I checked the views and it was at 540,450k then I went and listen to another song when I came back to listen this song again the views drop to 540,445k. Can someone explain why would Youtube be removing Alka song views?"
8fDIKikk2bI,How he came in at 0:55 🤯
8fDIKikk2bI,How come the hot 100 song nuh reach a mill yet???🤔
8fDIKikk2bI,"Cya step to me, why u feel Addi step dung!?"
8fDIKikk2bI,Who knw why him go get the saw
8fDIKikk2bI,what the haters fail to realise is that all if alka can't find a hit he make people keep talking about him good or bad  and that is brain works every year his name will mention this is something all his true fans know while the hater will be listening to get hits from him 😂😂😂😂😂 bamboozle
8fDIKikk2bI,A me alone well want hear Alkaline/Aidonia collab???
8fDIKikk2bI,How much flows in this song??? 🔥🔥🔥
8fDIKikk2bI,Why alkaline and 450 don't have a song yet and a 1 link them ...that would tuff
8fDIKikk2bI,Who realize it's just Alkaline in the music video 📹 🫡🔥🔥🔥👏🏽👏🏽👏🏽👏🏽
8fDIKikk2bI,Alkaline a go them a run this year ....who tuff run up?
8fDIKikk2bI,Who else agreed that alkaline have the darkness at a chokehold position 🔥🔥🔥😩 👇
8fDIKikk2bI,Who hear 3 week hit inna the intro 😂
8fDIKikk2bI,Who the fuck trouble me artist don’t fuck up🖖🏽🖖🏽🖖🏽🖖🏽🖖🏽🖖🏽🖖🏽🔥🔥🔥🔥🔥
8fDIKikk2bI,Who else see the newspaper 📰 minor massacre 😃
8fDIKikk2bI,''Mr bartley kill fren fi di simpliest'' what is the meaning of this line ??? is he saying that he  kills his friends if dem diss him ???
8fDIKikk2bI,Did he say that he will kill fren fi the simplest?
8fDIKikk2bI,What he say in the intro?
8fDIKikk2bI,Who fast enuf fi screenshot when alka a show him face in a the yellow suit at 1:28 😂😂
8fDIKikk2bI,Who is dissin Alkaline again 😂😂 Dem all suda learn from the Microwave
8fDIKikk2bI,Who ready fi the new take ova from detta
8fDIKikk2bI,Why ppl keep saying masika is better then Alka- they go as far as claiming popcaan is better🤔kmt -  Masika is good that's a fact but Alkaline is a master lyricist and gives real musician/artist quality everytime - he's the most underrated 😤
8fDIKikk2bI,all the fans who left. why u running back now?
8fDIKikk2bI,who thinks alkline have the most comments in dancehall?💥🎭🦅
8fDIKikk2bI,What the fk is this?🥴🤔🤦🏿‍♂️ Bro u still have time to delete this.
8fDIKikk2bI,"When you sing, you sing it with confidence, and you’re in a different world. That’s what I like about you the most. The song selection was too good, that matches your personality so well, feels like you wrapped a storm in melody."
8fDIKikk2bI,Who hear the Chinese vocals listen the music good dwl evil yf😂
8fDIKikk2bI,"When Alka did say she alone undastand mi devilish ways inna ""How it feel""...everybody seet mon😅 yo fully dawk😤🔥🔥🔥 #Grimey #Alka"
8fDIKikk2bI,"Can someone tell me how to put this on repeat please and thank you if it can’t repeat, I’m just going to have to play nonstop  manually 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥💯💯💯💯💯💯💯💯💯💯💯💯✊ Protection for  manhimself 🙏🏻👈"
8fDIKikk2bI,Yow a who a distribute fi you Sir Alka?
8fDIKikk2bI,Who else notice that none of his songs sound the same????🖖🏿🖖🏿🖖🏿🖖🏿🖖🏿🖖🏿🖖🏿🖖🏿💣💣💣💣💣💣💣💣💣💥💥💥💥💥💥💥
8fDIKikk2bI,"One bag a fuckery this fish keep putting out , what the fuck is this ?"
8fDIKikk2bI,Why the boss a gone so hard
8fDIKikk2bI,Who pree that alkaline is in the yellow 😅mad medz mad yf💥🌌😎
8fDIKikk2bI,Where are all the Detta people
8fDIKikk2bI,Alkaline is still the baddest  🔥 Alkaline  flows unmatched  ... who agree  ???
8ICBuCtcOqo,Who is a fan of Rosas Kicica Aqui 👇👇👇
8LrOQFE_vgo,Why Ukrainians always are mad and having a lot of tantrums 😮🤡😈!?  Even on online platforms they attack you naming me rashistca… but I’m not not Russian not Ukrainian …  I’m asking what’s wrong with those people in general! I listen for some psychologists debates about and I understand that they are fir now just sick nation Cgsnging the dna 🧬 trough planed phobia on thus country.  And they told that such brain condition can be erased under good education no less than 100 years in the future… they are not normal!!! 😢💃🚨😰🤡😫💔
8NNvoBOikV0,How can you goofs not show the Guhle hit that sparked the croud.
8NNvoBOikV0,Can you imagine Dobes beating another Standley cup cham  Washington ??
8NNvoBOikV0,I watched the game and it looked like after the last goal there was something being reviewed. I saw the goalie reaction here but still no idea what they were contesting. Anyone know?
8NNvoBOikV0,"With Fowler in the pipeline , the best trade for Hughes be Montambault ...let 's add Savard , Dvorak and perhaps Armia to that list too..But Evans is a perfect center, well liked in the locker room  and a fan's fav . Why trade him?"
8NNvoBOikV0,"Is Caufield the smallest player in NHL? what he lack in size is made up in skill, very good skillful player."
8NNvoBOikV0,Anyone know why VAN goalie Lifts his Stick after the ot winner?
8NNvoBOikV0,We are never going to win in OT right?
8NNvoBOikV0,What a game!  Glad I tuned in as this was playoff hockey played by teams trying to make it. Habs are for real.
8NNvoBOikV0,WHAT A NIGHT FOR HUTSON!  3 points wow!
8pq0U380KuY,Who Came Here After Watching In Insta Reels
8pq0U380KuY,Drawing cheythaa team ne contact cheyan ???
8VJ0MkBu_m8,Why Jamaica’s don’t like my artist songs playing in the radio lol 😂 🫶🏻🤬🥰🤭🤗
8VJ0MkBu_m8,Who deh a listen same way like it just drop
8VJ0MkBu_m8,Who here in 2025 GT all the way 🇬🇾🇬🇾🇬🇾
8VJ0MkBu_m8,When Jamal done chop nuh money nah leff fimi tpc😂
8VJ0MkBu_m8,Who here from Vybz Kartel a listen the song and post it🔥🔥🔥🔥
8VJ0MkBu_m8,Who is here before a million chick the like button
8VJ0MkBu_m8,Wah all of the dunce ppl at?
8VJ0MkBu_m8,When song bad reach 1 mil🔥🔥🔥
8VJ0MkBu_m8,When you hate your own people…
8VJ0MkBu_m8,Who did know seh a 41 buss head him did a talk to on di intro rip buss head kmt dunce code life
8VJ0MkBu_m8,who see wen jamal put dung d plate to how it ?🔥🔥🔥1dunce man 39 🫡
8VJ0MkBu_m8,Why is this song not on Spotify
8VJ0MkBu_m8,How you know the dunce #39❤❤
8VJ0MkBu_m8,When this a touch apple 🍎 music 🎶 ?? this fi a tump ina the beast 🔊
9EjlT16bX2A,What pokemon it's on summer
9fybsqArlng,"Brain less fellow, don't have any work? Trailer analysis? Got the jagan money from RGV?"
9fybsqArlng,Coolie regular mass action film ayina parledhu annav (that's good fine) but War-2 lo regular spy movie la vuntey maatram yekkadhu assalu adhi thappu antunnav bro neeku anna clarity vundha?
9fybsqArlng,"Who would have guessed a year before that this guy would stop pitch meetings completely,for only which i myself subscribed to this channel"
9fybsqArlng,Bro shirt bavundhi .. what’s the brand?
9fybsqArlng,War 2 pre-release event review when?
9fybsqArlng,Em bro cooliee movie ki ticket rates high leva...? War 2 okate kanipinchinda.?
9fybsqArlng,Where is the watch in the analysis 😂
9fybsqArlng,Where is Mahavatar Narasimha movie review bro? Meeru Hindu devotional movies ki review ivvara?
9q8dyxwkATk,What exactly is this a hack for
9q8dyxwkATk,How many minutes do we need to  put it in ?❤
9q8dyxwkATk,Can you make pasta or spaghetti by your self?
9q8dyxwkATk,Why you approve it ? It's a waste
9q8dyxwkATk,"Who             I’m sick six 449              M              By  hi ghhwiisjdorkkfhdjdjdkfkkfkgkgkgkfkgkktjfjjdjrjrurititkotototototitiotoritiititoo words 1000 200 billion hundred 200,000,000,001,001 quadrillion equals infinityjjwk and that’s how to see the world of 1000 1000 in the sun. There will be too many because you will be really big. It’ll be giant dirt you shouldn’t put 1 million times in the same thing right but actually not."
9q8dyxwkATk,Honestly...why do things need to be approved by u 2?
9q8dyxwkATk,What is the type of cheese inside of ravioli?
9q8dyxwkATk,Was anyone else half expecting the marshmallow DJ guy to show up?
9q8dyxwkATk,Why are you doing that to a marshmallow just eat a normally get it and why did you draw a face on the marshmallow you can just eat a normally.
9q8dyxwkATk,I'm from Denmark and my country invented the marshmallow and why are you doing this to our country's invention?
9q8dyxwkATk,How did no one see the bug
9q8dyxwkATk,How long do you put it in for
9q8dyxwkATk,What if you break the pasta and put in oven
9q8dyxwkATk,How are we supposed to eat it now
9q8dyxwkATk,Is That How @Marshmellow Made His Hat?
9q8dyxwkATk,Why do I see マシュマロを叫ばせる方法? at the beginning XD
9q8dyxwkATk,Do you know they were actually wasting food and they judge people 😞 for wasting food 🥝🥑😅
9q8dyxwkATk,It seems you have dropped a pin 📌 can I have it?
9q8dyxwkATk,What happened to not wasting food ? Surely you don’t eat it after drawing in it with a sharpie
9q8dyxwkATk,Why do I like this so much
9q8dyxwkATk,What !? 　 ∧、＿∧ `Σ(;゜┌┐゜)  　/ し└┘J 　 し——J @FacemojiKeyboard
9q8dyxwkATk,How are you meant to eat that now you put pen on it
9q8dyxwkATk,"Can you make spaghetti, please? I’m Italian please 🙏"
9q8dyxwkATk,Why you don’t just pick why the hell is so huge that’s so scary me and my cousin it’s getting me to help me
9q8dyxwkATk,Why so likes for this shit??
9q8dyxwkATk,hoooo now its approved to wasting food ?
9q8dyxwkATk,How do you have a lot of Robux????!!!!!
9q8dyxwkATk,not approved? it's not edible anymore?
9q8dyxwkATk,is it rlly safe to eat marshmallows with marker ink in it?
9q8dyxwkATk,Who cares you approve or not
9q8dyxwkATk,My intrusive thoughts: is it edible?
9q8dyxwkATk,How do yall microwavees spin like mine cant
9q8dyxwkATk,Why are so many people just okay with eating sharpie? I don’t get it
9q8dyxwkATk,How long does the marshmallow go into the microwave for?
9q8dyxwkATk,Where is that chick who prepares large batches of food other people waste
9q8dyxwkATk,How to get food poisin first step
9q8dyxwkATk,Why the marshmallow look like my axolotl
9q8dyxwkATk,Can you pickles and chesse spaghetti and spicy ketchup for spicy chessey spaghetti
9q8dyxwkATk,You don’t even have it in stock. Where did you find this video?
9q8dyxwkATk,so that means you eat the ink too?
9q8dyxwkATk,How to eat this marked Marshmallow😅😂😅😅😂😂😂😅😅😅
9q8dyxwkATk,I wonder why I got diagnosed with stage 3 cancer
9q8dyxwkATk,WHY DOESNT EVERYONE TALK ABOUT THE INSECT IN THE MICROWAVE
9q8dyxwkATk,Did you know ink is not food coloring my friend?
9q8dyxwkATk,Where can I whatch it? Like what’s the name of the og vid???
9q8dyxwkATk,Do you take care of your Pizza?
9q8dyxwkATk,How r u suppose to eat it then😭😭 -as a person who loves eating
9q8dyxwkATk,MARSHMALLOW FROM INANIMATE INSANITY IS THAT YOUU????
9q8dyxwkATk,Why did the marshmallow wear blackface?    to give you cancer for sure..
9q8dyxwkATk,Why did that make me laugh
9q8dyxwkATk,Did we just find out a 2x food gltich?
9q8dyxwkATk,Who told you to give us approval 😂 But love your vdo ❤
9q8dyxwkATk,Why you copy others you both
9q8dyxwkATk,why wasn't the plate spinning there? The translation into Russian is почему там тарелка не крутилась ?
9q8dyxwkATk,Who let mahito in the kitchen😭🙏🙏🙏🙏
9q8dyxwkATk,how am i’m gonna win i have to fight air ☠️☠️☠️☠️☠️☠️💀💀💀💀💀
9q8dyxwkATk,Why does the guy in the blue kinda look like Prod if he was a football player?
9q8dyxwkATk,Did i just hear your Real Voice?? When jou laufd??
9q8dyxwkATk,what you have been much more than just
9q8dyxwkATk,Uh u guys ate the tint?
9q8dyxwkATk,Aren’t you supposed to used melted chocolate instead of sharpie?
9q8dyxwkATk,Why does the marshmallow look like it just blew up😂
9q8dyxwkATk,Who is gona eat poison now?
9q8dyxwkATk,Who is the hell are you people to approve
9q8dyxwkATk,It’s not working is there any other way?
9q8dyxwkATk,Can people agree with me like okay?Rich and on pizza hits different barrel and ketchup and pizza
9q8dyxwkATk,Will they grind an eraser to add to the sauce?
9q8dyxwkATk,What do you do for living ? ~I try useless hacks...
9q8dyxwkATk,What us that he said fuckkkkkk
9q8dyxwkATk,Who the hell r u to approved??
9q8dyxwkATk,Is there a cockroach in the microwave? 🤨🤨
9q8dyxwkATk,"When the first marsmallow go to the microwave he said ""AOOOOOAH"" 😂"
9q8dyxwkATk,How is that a hack tho
9q8dyxwkATk,Did anyone notice that the microwave didn’t move on the first vid?
9q8dyxwkATk,Guys my mom Breaks pasta and have to bake it am I dead?
9q8dyxwkATk,Why a marshmallow look so cute
9q8dyxwkATk,Mommy can I do something like that?
9q8dyxwkATk,Why on Earth would you put marker on the Marshmellow? 😐😑
9q8dyxwkATk,Quick question with you guys is it OK to microwave pizza after it’s been cold in your fridge or do you just throw it away?
9q8dyxwkATk,Why did it remind me of the mass production Eva’s
9q8dyxwkATk,Why u using mark on the food
9q8dyxwkATk,What is calafiori with a beard doing on youtube shorts
9q8dyxwkATk,What a waste of a marshmellow
9q8dyxwkATk,for how much we put in in microwave?
9q8dyxwkATk,Do you know you are also eating marker
9q8dyxwkATk,Who can hear them laughing at the background
9q8dyxwkATk,what the hell went by school not meters need that I stopping family life
9q8dyxwkATk,What the hell is this a hack For
9q8dyxwkATk,When i tried this My marshmallow goes black and it melts to much
9q8dyxwkATk,How many second do I put 😅
9q8dyxwkATk,When a Wii game roasts you:
9q8dyxwkATk,Why does the marshmallow look like hes holding his laughter back
9q8dyxwkATk,Aren't hacks supposed to be useful?🤔
9q8dyxwkATk,Why do you keep bullying the Chef😂
9q8dyxwkATk,Those are edible ink markers right?
9q8dyxwkATk,How many minutes did you put it in the microwave? 😮😅
9q8dyxwkATk,What in the world is this?
9q8dyxwkATk,What does this even have to do with Italy?
9q8dyxwkATk,How it feels to stand near the elephants foot
9q8dyxwkATk,What the marshmallow said in the microwave oooooooooooooo
9q8dyxwkATk,Is that edible sharpie or did you make it with real sharpe!?
9q8dyxwkATk,How dare u to cut now i will eat pizza with sauce
9q8dyxwkATk,What had to work for him?
9q8dyxwkATk,What about the big strong did you done
9q8dyxwkATk,People deons't know it's the like animation?
9q8dyxwkATk,What the hell is going on😂
9q8dyxwkATk,When ı eat ice cream alone my brother see me
9q8dyxwkATk,Dawg why should I eat a marshmallow with marker written on it???
9q8dyxwkATk,WHAT THE FRIKIN TING IS THAT!? 😂😂😂😂😂
9q8dyxwkATk,Why it's mouth like that 😕
9q8dyxwkATk,Do you use a edible marker to draw a smile???😮
9q8dyxwkATk,Have you done today's lesson in Duolingo?
9q8dyxwkATk,Since you blew up a marshmallow does that mean I can put ketchup on spaghetti?
9q8dyxwkATk,"Why waste food? (Well, the video is ok, of course)"
9q8dyxwkATk,Why nobody talking about how they used sharpie
9q8dyxwkATk,Is that ink safe to eat?
9q8dyxwkATk,i'm sure that marker is edible right?
9q8dyxwkATk,hey just a what would you do if you saw pizza pinapple burger?
9q8dyxwkATk,When the marshmallow was like oooooooo one opening it’s mouth that got me
9q8dyxwkATk,"Why did you do the chocolate kebab thing? Pizza can be made anywhere, anyone can make it any way they want, for example mashmelow, you have ruined it now, it is a blessing, we are Muslims, brother. It's like Danilo is not in MasterChef in Turkey. Danilo is Italian."
9q8dyxwkATk,"Bug with real life, when will the developers fix it?"
9q8dyxwkATk,Why does their laughter low-key sounds like rich people laughter?
9q8dyxwkATk,Who are going eat the ink of marker
9q8dyxwkATk,It didint work so not aprovved?
9q8dyxwkATk,DID I SEE GYATTTT CHAT!!??!1!!1!1!1
9q8dyxwkATk,Why can I feel the texture of this marshmallow just by watching this codeo
9q8dyxwkATk,Can I ask how this is a hack?
9q8dyxwkATk,can you Make anohter marshmello Glob (⁠・⁠o⁠・⁠)
9q8dyxwkATk,Why i scroll down to see marshmellow the rapper
9q8dyxwkATk,Are u sure this marker is edible to eat?
9q8dyxwkATk,When the marshmallow turns its back it says:time to show my real power!!
9q8dyxwkATk,Ok but are they safe to eat if you use with sharpie?
9q8dyxwkATk,How to make food poisoning look fun:
9q8dyxwkATk,When the video did it: AHhHhHhH.    When lion field did it : nom nom nom oh no I ate to much
9q8dyxwkATk,Is it edible with that marker pen drew on?
9q8dyxwkATk,Do you approve of shrimp in fettuccine alfredo?
9q8dyxwkATk,Why did I think of a bulbasar
9q8dyxwkATk,Ew???? Are you gonna eat the marker on it?????
9q8dyxwkATk,Who would eat that I mean not me it has a mark lined
9q8dyxwkATk,can you react some Philippines foods
9q8dyxwkATk,What dose your eas alarm sound like?
9q8dyxwkATk,Do you know I am a Italian American
9q8dyxwkATk,Doesn't hack imply some form of ease of function?
9QAI2YHWSZ4,What happened to the weather inUr LA
9QQTQuBtxKg,When do you report on the $50 million in 20 LLC accounts held by the Biden family from China Russia Ukraine and three other countries? You would call a traffic ticket for Trump treason what kind of sloppy manure are you in the business of?     You verified the computer was fake and Russia collusion with Trump was true.       You have no credibility at all I don’t see you bowing your head down and apologizing for being wrong and lying to us for four years?      You literally influenced an election! And you did it in a biased way and have been caught many times being biased those two or just ones in your face that you ran from confessing about!      Is it going to come out after the election that this is a lie and you never confess to this just like all your other lies?      Does the coronavirus still not come from the corona lab in China? I hope laws put the news out of propaganda business. You don’t check anything you spin it to the left!
9QQTQuBtxKg,"When they show videos of the crowd to verify the crowds, there are only a couple hundred people in the videos. It's not what the AI picture shows."
9QQTQuBtxKg,"So looking at the photos, Why are the signs turned toward the camera? Why are all the phone displays showing different images?"
9QQTQuBtxKg,OH look more BS biased reprorting. Have you guys not figured out we are tired of this crap?
9QQTQuBtxKg,Can you fact check that harris wants to take many of americans weapons away. I know they skipped her replying to that in the debate
9QQTQuBtxKg,Does anybody buy this BS? The AI is obvious.
9QQTQuBtxKg,They were real people but they were imported to make kalama look good. Only 15000 people.  Is that the most she can get to any of her rallies???
9QQTQuBtxKg,BS AF2 ALWAYS has a tail number. Where was the tail number?
9QQTQuBtxKg,"What an idiotic segment, everyone knows trump is lying it’s what he does…more important would be to show his full lie by showing his puny crowd size."
9QQTQuBtxKg,Can you verify everything that comes out of Trump and Vance mouth please 😅
9QQTQuBtxKg,Your headline insinuates he was telling the truth. Why?
9QQTQuBtxKg,Id like to see photos of Trump's rally crowd in Pennsylvania.  I haven't found any....why is that???
9QQTQuBtxKg,Do these rejects not think that Most of Earth has knowledge of Computers? Coding? Digital animation? Ect experience? WE KNOW THE TRUTH!
9QQTQuBtxKg,"You all are nuts. First off, since when does anyone else gibber jabber about crowd size but Trump ?? You guys take his word as fact and don’t want the truth so hard that you perpetuate the lie. You trust his word over google, but no….it’s not a cult, right ??? Right  ??"
9QQTQuBtxKg,"Verified false, where are the reflections of 15000 people?"
9QQTQuBtxKg,Why is this even important? You dorks are out here worried about how many ppl support your opinion?  Just vote.
9QQTQuBtxKg,What about the reflection on the plane showing no crowds?
9QQTQuBtxKg,"Then please explain her massive crowd of 100 people in Raleigh NC with a population of 477,000?"
9QQTQuBtxKg,"Do we want someone who sees a post from the recently sued, felon and creator of 2000 mules saying the crowd was faked, then have a knee jerk reaction and post it to all his followers. Just to be quickly debunked. causing wide spread mocking of all maga. To be our President?"
9QQTQuBtxKg,"tALKING POINT? REALLY? if everyone thought about it and stopped wondering why it is so important to Trump they would realize it is because he is so paranoid about SIZE...his hands, his penis, his crowds...EVERYTHING HAS TO BE BIGGER THAN ANYONE ELSE...This is what makes him feel important...Self-aggrandizement is a hallmark of malignant sociopathic narcissists. Bigger than, better than, nicer than, richer than... THESE SUPERLATIVES ARE USED BY ALL OF THEM BECAUSE THEIR VOCABULARIES ARE SO LIMITED. Why can't these news people figure that out? Where did THEY GET THEIR EDUCATION?"
9QQTQuBtxKg,Has anyone that was there published online a real time 360° pan of the crowd?  Even one?
9QQTQuBtxKg,"So, we are celebrating that a very large crowd was there to celebrate the coming destruction of America by Harris/Walz?   Why do so many people hate their country.?"
9QQTQuBtxKg,"Simple, show an attendees video? The pic shows people with their phones out? You couldn’t get one video from a Kamala supporter that was there?"
9QQTQuBtxKg,"Who goves a buck, we know trump dtaws 50,000 everywhere he goes for years.... Hariis at least 1000"
9QQTQuBtxKg,"Only the buildings show reflections from the plane, not the people.  Were they all vampires?"
9QQTQuBtxKg,WBIR Channel 10 answer the People posting here asking questions. You can say it is not fake or Ai all You want' Still doesn't answer any questions. Explain how there are NO People in any of the reflections in Your video and in the only one found on the Platform called X? We see Pictures and video from reverse angles showing inside the hanger. Yet NO video or PICs from regular People. Why is that? So many People there and yet NO PICs or video other than from Media sources. No one sharing PICs of video from this event on Social Media but video and PICs from the News. Why is that?
9QQTQuBtxKg,"Who really cares? Everyone knows that the Trump Rallies have much larger crowds than Commie Kamala can ever dream of having. That's why she needs live twerking concerts, she needs to pay people to show up, and she needs to use A.I. or Photoshop on photos to enhance the crowd size."
9QQTQuBtxKg,Actually a expert looked at this and said the crowd was indeed fake and he wasn’t a trump follower. Anyway we could all just start being honest and let who ever wins win?
9QQTQuBtxKg,All those people were definitely there. The only question is ... WHY?
9QQTQuBtxKg,Why even bother verifying. Any sane American worth their stars and stripes knows full well he is actually delusional. The only reason he is running is for retribution - not because he gives a crap about any of us.
9QQTQuBtxKg,Why is Harris using AirForce2 For a personal rally?
9QQTQuBtxKg,Why is anyone listening to anything the convict says?  The jerk is a criminal.  Lock him up.
9QQTQuBtxKg,"""Air Force 2 isn't marked for call numbers for security reasons"". Then why does every google image of air force 2 have call numbers?"
9QQTQuBtxKg,"No call letter on AF2 , then what does 80002 mean on the tailor AF 2???"
9QQTQuBtxKg,They thought Eminem was going to be there for a free concert???
9QQTQuBtxKg,How about verifying every claim Kamala has made… almost everything she says is false…
9QQTQuBtxKg,Why isthere no people in the reflection on the plane
9QQTQuBtxKg,How can she use government plane and money to campaign?
9QQTQuBtxKg,who authorized letting thousands of people wandering around on a major airport tarmac
9QQTQuBtxKg,"I heard Donald wears XL pampers, maybe you can verify?"
9QQTQuBtxKg,"Who cares about this, the Democratic candidate has not sat down for an interview in almost a month since she announced. She's said nothing off script. Not one journalist has asked her one question about her proposals."
9QQTQuBtxKg,This is not a claim but fact  The blatant hypocrisy is immense in the  Demo cratic Party we actually threw out a candidate and brought in  another one that not one Congressional vote was voted for! Democracy in action?
9QQTQuBtxKg,How quick they come out with facts  checks ahahaha ..a vice president the support crazy stuff and nobody talks about it
9QQTQuBtxKg,"How can this crazy guy stand for president, it just doesn’t make sense to me that someone who is constantly lying & making up the most outrageous stories could one day run the worlds most powerful country, good help us all if that happens"
9QQTQuBtxKg,Who cares Trump all the way
9QQTQuBtxKg,"is that really  a question?  who about you ask 12 thousand of those ""AI"" people"
9QQTQuBtxKg,Out Of ALL Those People There. Nobody Recorded !??  Are Her Supporters Aliens ?
9QQTQuBtxKg,How many times has Donald Trump made claims and the press screamed and yelled and said that he was wrong and then later he was proved right? The press and the Democrats are dumbasses
9QQTQuBtxKg,Can someone pls explain Why people have enjoyed even higher food and gas prices and illegal s who drain the American tax payer every day and want even more 4 year s of it pls explain Why
9QQTQuBtxKg,Hmm what about the add on Craigslist to show up and hold signs for 15 bucks?
9QQTQuBtxKg,What about the messed up hands in the pics on TikTok huh? Just a joke the fingers looked like chicken fingers 😂😂
9QQTQuBtxKg,So why dont they have reflections. Are they vampires?
9QQTQuBtxKg,lol this just proved it was AI .. no reflection of all the people on the side of the engine .?
9QQTQuBtxKg,WHY TF ISN'T THERE ANY VIDEO? Is ANYONE asking this????????????????????????????????????
9QQTQuBtxKg,"You guys should fact check the moon landing next, specifically the video of Apollo 17 launching from the moon and the camera following the path of the lander and apparently leaving the cameraman on the moon?"
9QQTQuBtxKg,"Yeah great, when is she gonna do a tough interview?"
9QQTQuBtxKg,Why not show the footage from the folks who allegedly recorded & streamers who streamed it then instead of stills with no audio or anything?! If you wish to prove something you gotta come with the receipts
9QQTQuBtxKg,"Hmmmmmm… let’s see, should I believe the media?..or just wonder why an airport in this day and time would let a group of…. Democrats on the grounds of an airport?"
9QQTQuBtxKg,Why is Trump so concerned about crowd size?? That's kinda weird.
9QQTQuBtxKg,"Why would anyone go to a harris rallie shes so stupid what does she have to talk about vin diagrames? Yellow school busses? What can  be unburdened by what has been? Well that should take about 2 minets to get that out , than what ? Thats the only words if the english language harris knows ! Oh ya and me so horny!"
9QQTQuBtxKg,Where are the live video footages? Since when are there only photos? Because you can edit photos and not videos. So Trumps claim is TRUE.....facts speak for themselves.
9QQTQuBtxKg,What a freaken ahole! God I hate him
